"Wed, Aug 26",,"Thu, Aug 27",,"Fri, Aug 28",,"Sat, Aug 29",,"Sun, Aug 30",,"Mon, Aug 31",,"Tue, Sep 1",,"Wed, Sep 2",,"Thu, Sep 3",,"Fri, Sep 4",,"Sat, Sep 5",,"Sun, Sep 6",,"Mon, Sep 7",,"Tue, Sep 8",,"Wed, Sep 9",,"Thu, Sep 10",,"Fri, Sep 11",,"Sat, Sep 12",,"Sun, Sep 13",,"Mon, Sep 14",,"Tue, Sep 15",,"Wed, Sep 16",,"Thu, Sep 17",,"Fri, Sep 18",,"Sat, Sep 19",,"Sun, Sep 20",,"Mon, Sep 21",,"Tue, Sep 22",,"Wed, Sep 23",,"Thu, Sep 24",,"Fri, Sep 25",,"Sat, Sep 26",,"Sun, Sep 27",,"Mon, Sep 28",,"Tue, Sep 29",,"Wed, Sep 30",,"Thu, Oct 1",,"Fri, Oct 2",,"Sat, Oct 3",,"Sun, Oct 4",,"Mon, Oct 5",,"Tue, Oct 6",,"Wed, Oct 7",,"Thu, Oct 8",,"Fri, Oct 9",,"Sat, Oct 10",,"Sun, Oct 11",,"Mon, Oct 12",,"Tue, Oct 13",,"Wed, Oct 14",,"Thu, Oct 15",,"Fri, Oct 16",,"Sat, Oct 17",,"Sun, Oct 18",,"Mon, Oct 19",,"Tue, Oct 20",,"Wed, Oct 21",,"Thu, Oct 22",,"Fri, Oct 23",,"Sat, Oct 24",,"Sun, Oct 25",,"Mon, Oct 26",,"Tue, Oct 27",,"Wed, Oct 28",,"Thu, Oct 29",,"Fri, Oct 30",,"Sat, Oct 31",,"Sun, Nov 1",,"Mon, Nov 2",,"Tue, Nov 3",,"Wed, Nov 4",,"Thu, Nov 5",,"Fri, Nov 6",,"Sat, Nov 7",,"Sun, Nov 8",,"Mon, Nov 9",,"Tue, Nov 10",,"Wed, Nov 11",,"Thu, Nov 12",,"Fri, Nov 13",,"Sat, Nov 14",,"Sun, Nov 15",,"Mon, Nov 16",,"Tue, Nov 17",,"Wed, Nov 18",,"Thu, Nov 19",,"Fri, Nov 20",,"Sat, Nov 21",,"Sun, Nov 22",,"Mon, Nov 23",,"Tue, Nov 24",,"Wed, Nov 25",,"Thu, Nov 26",,"Fri, Nov 27",,"Sat, Nov 28",,"Sun, Nov 29",,"Mon, Nov 30",,"Tue, Dec 1",,"Wed, Dec 2",,"Thu, Dec 3",,"Fri, Dec 4",,"Sat, Dec 5",,"Sun, Dec 6",,"Mon, Dec 7",,"Tue, Dec 8",,"Wed, Dec 9",,"Thu, Dec 10",,"Fri, Dec 11",,"Sat, Dec 12",,"Sun, Dec 13",,"Mon, Dec 14",,"Tue, Dec 15",,"Wed, Dec 16",,"Thu, Dec 17",,"Fri, Dec 18",,"Sat, Dec 19",,"Sun, Dec 20",,"Mon, Dec 21",,"Tue, Dec 22",,"Wed, Dec 23",,"Thu, Dec 24",,"Fri, Dec 25",,"Sat, Dec 26",,"Sun, Dec 27",,"Mon, Dec 28",,"Tue, Dec 29",,"Wed, Dec 30",,"Thu, Dec 31",,"Fri, Jan 1",,"Sat, Jan 2",,"Sun, Jan 3",,"Mon, Jan 4",,"Tue, Jan 5",,"Wed, Jan 6",,"Thu, Jan 7",,"Fri, Jan 8",,"Sat, Jan 9",,"Sun, Jan 10",
zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count,zip_code,count
88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,#N/A,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed,88901,<5 suppressed
88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,#N/A,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed,88905,<5 suppressed
89002,573,89002,578,89002,587,89002,590,89002,592,89002,598,89002,602,89002,604,89002,605,89002,609,89002,614,89002,616,89002,616,89002,618,89002,622,89002,626,89002,632,89002,633,89002,634,89002,635,89002,638,89002,640,89002,644,89002,648,89002,650,89002,650,89002,652,89002,656,89002,659,89002,661,89002,664,89002,666,89002,669,89002,675,89002,682,89002,691,89002,698,89002,702,89002,704,89002,707,89002,710,89002,712,89002,717,89002,725,89002,732,89002,734,89002,737,89002,741,89002,749,89002,752,89002,759,89002,769,89002,772,89002,776,89002,778,89002,784,89002,794,89002,802,89002,810,89002,813,89002,815,89002,822,89002,830,89002,839,89002,851,89002,868,89002,871,89002,876,89002,889,89002,902,89002,912,89002,922,89002,939,89002,943,89002,949,89002,967,89002,979,89002,985,89002,994,89002,1012,89002,1018,89002,1025,89002,1044,89002,1055,89002,1079,89002,1087,89002,1100,89002,1107,89002,1119,89002,1138,89002,1160,89002,1188,89002,1201,89002,1220,89002,1228,89002,1240,89002,1267,89002,1292,89002,1308,89002,1330,89002,1352,89002,1366,89002,1385,89002,1402,89002,1435,89002,1458,89002,1464,89002,1490,89002,1511,89002,1525,89002,1555,89002,1581,89002,1604,89002,1624,89002,1641,89002,1656,89002,1673,89002,1686,89002,1713,89002,1736,89002,1749,89002,1761,89002,1772,89002,1781,89002,1791,89002,1814,89002,1834,89002,1859,89002,1873,89002,1893,89002,1907,89002,1924,89002,1945,89002,1983,89002,2010,89002,2039,89002,2071,89002,2080
89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,<5 suppressed,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,5,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,6,89004,7,89004,7,89004,7,89004,7,89004,9,89004,9,89004,10,89004,10,89004,11,89004,11,89004,11,89004,11,89004,12
89005,150,89005,150,89005,151,89005,151,89005,151,89005,151,89005,153,89005,156,89005,156,89005,158,89005,158,89005,159,89005,161,89005,160,89005,161,89005,161,89005,161,89005,162,89005,163,89005,163,89005,164,89005,165,89005,167,89005,167,89005,167,89005,169,89005,170,89005,170,89005,170,89005,171,89005,171,89005,172,89005,174,89005,175,89005,175,89005,175,89005,176,89005,178,89005,179,89005,179,89005,180,89005,182,89005,184,89005,186,89005,190,89005,191,89005,191,89005,192,89005,193,89005,198,89005,198,89005,199,89005,199,89005,200,89005,202,89005,202,89005,204,89005,205,89005,205,89005,208,89005,208,89005,207,89005,207,89005,208,89005,211,89005,212,89005,213,89005,214,89005,218,89005,219,89005,223,89005,224,89005,229,89005,229,89005,233,89005,238,89005,242,89005,245,89005,248,89005,256,89005,260,89005,263,89005,265,89005,272,89005,276,89005,281,89005,289,89005,291,89005,295,89005,308,89005,321,89005,325,89005,331,89005,335,89005,336,89005,341,89005,347,89005,355,89005,361,89005,372,89005,389,89005,401,89005,411,89005,413,89005,427,89005,439,89005,452,89005,462,89005,473,89005,479,89005,484,89005,494,89005,500,89005,512,89005,517,89005,527,89005,533,89005,540,89005,548,89005,570,89005,572,89005,575,89005,579,89005,584,89005,587,89005,595,89005,607,89005,627,89005,636,89005,644,89005,653,89005,657,89005,665,89005,688,89005,726,89005,734,89005,744,89005,749
89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,7,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,6,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,7,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,8,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,9,89006,11,89006,12,89006,12,89006,12,89006,12
89007,11,89007,11,89007,11,89007,11,89007,11,89007,12,89007,12,89007,12,89007,12,89007,12,89007,12,89007,12,89007,12,89007,12,89007,12,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,13,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,14,89007,15,89007,15,89007,15,89007,15,89007,15,89007,16,89007,17,89007,17,89007,18,89007,18,89007,19,89007,19,89007,19,89007,19,89007,19,89007,18,89007,18,89007,18,89007,18,89007,19,89007,19,89007,19,89007,19,89007,21,89007,21,89007,21,89007,22,89007,24,89007,25,89007,26,89007,27,89007,27,89007,27,89007,28,89007,29,89007,29,89007,31,89007,31,89007,31,89007,31,89007,32,89007,32,89007,32,89007,32,89007,34,89007,36,89007,36,89007,38,89007,38,89007,38,89007,42,89007,44,89007,44,89007,45,89007,46,89007,46,89007,47,89007,48,89007,50,89007,50,89007,50,89007,54,89007,54,89007,54,89007,54,89007,54,89007,54,89007,54,89007,54,89007,54,89007,54,89007,54,89007,59,89007,59,89007,60,89007,60,89007,60,89007,60,89007,60,89007,61,89007,63,89007,65,89007,68,89007,68,89007,69
89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,<5 suppressed,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,5,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,6,89009,9,89009,9,89009,9,89009,8,89009,8,89009,8,89009,8,89009,8,89009,8,89009,8,89009,8,89009,8,89009,8,89009,9,89009,9,89009,9,89009,9,89009,10,89009,10,89009,10,89009,12,89009,12,89009,12,89009,12,89009,12,89009,13,89009,14,89009,14,89009,14,89009,16,89009,17,89009,17,89009,17,89009,17,89009,17,89009,17,89009,17,89009,17,89009,18,89009,19,89009,19,89009,19,89009,20,89009,20,89009,20,89009,20,89009,20,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21,89009,21
89011,586,89011,601,89011,608,89011,614,89011,619,89011,623,89011,626,89011,634,89011,638,89011,642,89011,648,89011,652,89011,652,89011,656,89011,658,89011,664,89011,671,89011,674,89011,678,89011,681,89011,682,89011,681,89011,683,89011,687,89011,692,89011,693,89011,694,89011,695,89011,698,89011,700,89011,708,89011,714,89011,721,89011,722,89011,726,89011,727,89011,732,89011,738,89011,739,89011,740,89011,742,89011,746,89011,750,89011,755,89011,762,89011,765,89011,771,89011,773,89011,777,89011,784,89011,789,89011,794,89011,798,89011,804,89011,809,89011,816,89011,821,89011,823,89011,835,89011,840,89011,844,89011,858,89011,862,89011,867,89011,877,89011,884,89011,895,89011,899,89011,913,89011,931,89011,940,89011,948,89011,964,89011,969,89011,980,89011,992,89011,999,89011,1021,89011,1037,89011,1058,89011,1070,89011,1086,89011,1101,89011,1112,89011,1140,89011,1156,89011,1174,89011,1186,89011,1201,89011,1225,89011,1249,89011,1278,89011,1292,89011,1310,89011,1315,89011,1333,89011,1354,89011,1377,89011,1393,89011,1407,89011,1437,89011,1460,89011,1480,89011,1510,89011,1552,89011,1569,89011,1575,89011,1618,89011,1649,89011,1668,89011,1698,89011,1730,89011,1753,89011,1777,89011,1803,89011,1820,89011,1837,89011,1849,89011,1880,89011,1907,89011,1930,89011,1950,89011,1961,89011,1970,89011,1979,89011,2018,89011,2033,89011,2057,89011,2079,89011,2109,89011,2125,89011,2148,89011,2164,89011,2197,89011,2231,89011,2261,89011,2307,89011,2322
